DateID,Year,Month,Dayweek,Day of week,WeekdayNum
Date2007077,2007,7,Sunday,Weekend,7
Date2007074,2007,7,Thursday,Weekday,4
Date2007072,2007,7,Tuesday,Weekday,2
Date2007073,2007,7,Wednesday,Weekday,3
Date2007065,2007,6,Friday,Weekday,5
Date2007065,2007,6,Friday,Weekend,5
Date2007061,2007,6,Monday,Weekend,1
Date2007061,2007,6,Monday,Weekday,1
Date2007066,2007,6,Saturday,Weekend,6
Date2007067,2007,6,Sunday,Weekend,7
Date2007064,2007,6,Thursday,Weekday,4
Date2007062,2007,6,Tuesday,Weekday,2
Date2007063,2007,6,Wednesday,Weekday,3
Date2007055,2007,5,Friday,Weekday,5
Date2007055,2007,5,Friday,Weekend,5
Date2007051,2007,5,Monday,Weekday,1
Date2007056,2007,5,Saturday,Weekend,6
Date2007057,2007,5,Sunday,Weekend,7
Date2007054,2007,5,Thursday,Weekday,4
Date2007052,2007,5,Tuesday,Weekday,2
Date2007053,2007,5,Wednesday,Weekday,3
Date2007045,2007,4,Friday,Weekday,5
Date2007045,2007,4,Friday,Weekend,5
Date2007041,2007,4,Monday,Weekend,1
Date2007041,2007,4,Monday,Weekday,1
Date2007046,2007,4,Saturday,Weekend,6
Date2007047,2007,4,Sunday,Weekend,7
Date2007044,2007,4,Thursday,Weekday,4
Date2007042,2007,4,Tuesday,Weekday,2
Date2007043,2007,4,Wednesday,Weekday,3
Date2007035,2007,3,Friday,Weekday,5
Date2007035,2007,3,Friday,Weekend,5
Date2007031,2007,3,Monday,Weekend,1
Date2007031,2007,3,Monday,Weekday,1
Date2007036,2007,3,Saturday,Weekend,6
Date2007037,2007,3,Sunday,Weekend,7
Date2007034,2007,3,Thursday,Weekday,4
Date2007032,2007,3,Tuesday,Weekday,2
Date2007033,2007,3,Wednesday,Weekday,3
Date2007025,2007,2,Friday,Weekday,5
Date2007025,2007,2,Friday,Weekend,5
Date2007021,2007,2,Monday,Weekend,1
Date2007021,2007,2,Monday,Weekday,1
Date2007026,2007,2,Saturday,Weekend,6
Date2007027,2007,2,Sunday,Weekend,7
Date2007024,2007,2,Thursday,Weekday,4
Date2007022,2007,2,Tuesday,Weekday,2
Date2007023,2007,2,Wednesday,Weekday,3
Date2007015,2007,1,Friday,Weekday,5
Date2007015,2007,1,Friday,Weekend,5
Date2007011,2007,1,Monday,Weekend,1
Date2007011,2007,1,Monday,Weekday,1
Date2007016,2007,1,Saturday,Weekend,6
Date2007017,2007,1,Sunday,Weekend,7
Date2007014,2007,1,Thursday,Weekday,4
Date2007012,2007,1,Tuesday,Weekday,2
Date2007013,2007,1,Wednesday,Weekday,3
Date2006125,2006,12,Friday,Weekday,5
Date2006125,2006,12,Friday,Weekend,5
Date2006121,2006,12,Monday,Weekend,1
Date2006121,2006,12,Monday,Weekday,1
Date2006126,2006,12,Saturday,Weekend,6
Date2006127,2006,12,Sunday,Weekend,7
Date2006124,2006,12,Thursday,Weekday,4
Date2006122,2006,12,Tuesday,Weekday,2
Date2006123,2006,12,Wednesday,Weekday,3
Date2006115,2006,11,Friday,Weekday,5
Date2006115,2006,11,Friday,Weekend,5
Date2006111,2006,11,Monday,Weekend,1
Date2006111,2006,11,Monday,Weekday,1
Date2006116,2006,11,Saturday,Weekend,6
Date2006117,2006,11,Sunday,Weekend,7
Date2006114,2006,11,Thursday,Weekday,4
Date2006112,2006,11,Tuesday,Weekday,2
Date2006113,2006,11,Wednesday,Weekday,3
Date2006105,2006,10,Friday,Weekday,5
Date2006105,2006,10,Friday,Weekend,5
Date2006101,2006,10,Monday,Weekend,1
Date2006101,2006,10,Monday,Weekday,1
Date2006106,2006,10,Saturday,Weekend,6
Date2006107,2006,10,Sunday,Weekend,7
Date2006104,2006,10,Thursday,Weekday,4
Date2006102,2006,10,Tuesday,Weekday,2
Date2006103,2006,10,Wednesday,Weekday,3
Date2006095,2006,9,Friday,Weekday,5
Date2006095,2006,9,Friday,Weekend,5
Date2006091,2006,9,Monday,Weekend,1
Date2006091,2006,9,Monday,Weekday,1
Date2006096,2006,9,Saturday,Weekend,6
Date2006097,2006,9,Sunday,Weekend,7
Date2006094,2006,9,Thursday,Weekday,4
Date2006092,2006,9,Tuesday,Weekday,2
Date2006093,2006,9,Wednesday,Weekday,3
Date2006085,2006,8,Friday,Weekday,5
Date2006085,2006,8,Friday,Weekend,5
Date2006081,2006,8,Monday,Weekend,1
Date2006081,2006,8,Monday,Weekday,1
Date2006086,2006,8,Saturday,Weekend,6
Date2006087,2006,8,Sunday,Weekend,7
Date2006084,2006,8,Thursday,Weekday,4
Date2006082,2006,8,Tuesday,Weekday,2
Date2006083,2006,8,Wednesday,Weekday,3
Date2006075,2006,7,Friday,Weekday,5
Date2006075,2006,7,Friday,Weekend,5
Date2006071,2006,7,Monday,Weekend,1
Date2006071,2006,7,Monday,Weekday,1
Date2006076,2006,7,Saturday,Weekend,6
Date2006077,2006,7,Sunday,Weekend,7
Date2006074,2006,7,Thursday,Weekday,4
Date2006072,2006,7,Tuesday,Weekday,2
Date2006073,2006,7,Wednesday,Weekday,3
Date2006065,2006,6,Friday,Weekday,5
Date2006065,2006,6,Friday,Weekend,5
Date2006061,2006,6,Monday,Weekend,1
Date2006061,2006,6,Monday,Weekday,1
Date2006066,2006,6,Saturday,Weekend,6
Date2006067,2006,6,Sunday,Weekend,7
Date2006064,2006,6,Thursday,Weekday,4
Date2006062,2006,6,Tuesday,Weekday,2
Date2006063,2006,6,Wednesday,Weekday,3
Date2006055,2006,5,Friday,Weekday,5
Date2006055,2006,5,Friday,Weekend,5
Date2006051,2006,5,Monday,Weekend,1
Date2006051,2006,5,Monday,Weekday,1
Date2006056,2006,5,Saturday,Weekend,6
Date2006057,2006,5,Sunday,Weekend,7
Date2006054,2006,5,Thursday,Weekday,4
Date2006052,2006,5,Tuesday,Weekday,2
Date2006053,2006,5,Wednesday,Weekday,3
Date2006045,2006,4,Friday,Weekday,5
Date2006045,2006,4,Friday,Weekend,5
Date2006041,2006,4,Monday,Weekend,1
Date2006041,2006,4,Monday,Weekday,1
Date2006046,2006,4,Saturday,Weekend,6
Date2006047,2006,4,Sunday,Weekend,7
Date2006044,2006,4,Thursday,Weekday,4
Date2006042,2006,4,Tuesday,Weekday,2
Date2006043,2006,4,Wednesday,Weekday,3
Date2006035,2006,3,Friday,Weekday,5
Date2006035,2006,3,Friday,Weekend,5
Date2006031,2006,3,Monday,Weekend,1
Date2006031,2006,3,Monday,Weekday,1
Date2006036,2006,3,Saturday,Weekend,6
Date2006037,2006,3,Sunday,Weekend,7
Date2006034,2006,3,Thursday,Weekday,4
Date2006032,2006,3,Tuesday,Weekday,2
Date2006033,2006,3,Wednesday,Weekday,3
Date2006025,2006,2,Friday,Weekday,5
Date2006025,2006,2,Friday,Weekend,5
Date2006021,2006,2,Monday,Weekday,1
Date2006026,2006,2,Saturday,Weekend,6
Date2006027,2006,2,Sunday,Weekend,7
Date2006024,2006,2,Thursday,Weekday,4
Date2006022,2006,2,Tuesday,Weekday,2
Date2006023,2006,2,Wednesday,Weekday,3
Date2006015,2006,1,Friday,Weekday,5
Date2006015,2006,1,Friday,Weekend,5
Date2006011,2006,1,Monday,Weekend,1
Date2006011,2006,1,Monday,Weekday,1
Date2006016,2006,1,Saturday,Weekend,6
Date2006017,2006,1,Sunday,Weekend,7
Date2006014,2006,1,Thursday,Weekday,4
Date2006012,2006,1,Tuesday,Weekday,2
Date2006013,2006,1,Wednesday,Weekday,3
Date2005125,2005,12,Friday,Weekday,5
Date2005125,2005,12,Friday,Weekend,5
Date2005121,2005,12,Monday,Weekend,1
Date2005121,2005,12,Monday,Weekday,1
Date2005126,2005,12,Saturday,Weekend,6
Date2005127,2005,12,Sunday,Weekend,7
Date2005124,2005,12,Thursday,Weekday,4
Date2005122,2005,12,Tuesday,Weekday,2
Date2005123,2005,12,Wednesday,Weekday,3
Date2005115,2005,11,Friday,Weekday,5
Date2005115,2005,11,Friday,Weekend,5
Date2005115,2005,11,Friday,Unknown,5
Date2005111,2005,11,Monday,Weekend,1
Date2005111,2005,11,Monday,Weekday,1
Date2005116,2005,11,Saturday,Weekend,6
Date2005117,2005,11,Sunday,Weekend,7
Date2005114,2005,11,Thursday,Weekday,4
Date2005112,2005,11,Tuesday,Weekday,2
Date2005113,2005,11,Wednesday,Weekday,3
Date2005105,2005,10,Friday,Weekday,5
Date2005105,2005,10,Friday,Weekend,5
Date2005101,2005,10,Monday,Weekend,1
Date2005101,2005,10,Monday,Weekday,1
Date2005106,2005,10,Saturday,Weekend,6
Date2005107,2005,10,Sunday,Weekend,7
Date2005104,2005,10,Thursday,Weekday,4
Date2005102,2005,10,Tuesday,Weekday,2
Date2005103,2005,10,Wednesday,Weekday,3
Date2005095,2005,9,Friday,Weekday,5
Date2005095,2005,9,Friday,Weekend,5
Date2005091,2005,9,Monday,Weekend,1
Date2005091,2005,9,Monday,Weekday,1
Date2005096,2005,9,Saturday,Weekend,6
Date2005097,2005,9,Sunday,Weekend,7
Date2005094,2005,9,Thursday,Weekday,4
Date2005092,2005,9,Tuesday,Weekday,2
Date2005093,2005,9,Wednesday,Weekday,3
Date2005085,2005,8,Friday,Weekday,5
Date2005085,2005,8,Friday,Weekend,5
Date2005081,2005,8,Monday,Weekend,1
Date2005081,2005,8,Monday,Weekday,1
Date2005086,2005,8,Saturday,Weekend,6
Date2005087,2005,8,Sunday,Weekend,7
Date2005084,2005,8,Thursday,Weekday,4
Date2005082,2005,8,Tuesday,Weekday,2
Date2005083,2005,8,Wednesday,Weekday,3
Date2005075,2005,7,Friday,Weekday,5
Date2005075,2005,7,Friday,Weekend,5
Date2005071,2005,7,Monday,Weekday,1
Date2005076,2005,7,Saturday,Weekend,6
Date2005077,2005,7,Sunday,Weekend,7
Date2005074,2005,7,Thursday,Weekday,4
Date2005072,2005,7,Tuesday,Weekday,2
Date2005073,2005,7,Wednesday,Weekday,3
Date2005065,2005,6,Friday,Weekday,5
Date2005065,2005,6,Friday,Weekend,5
Date2005061,2005,6,Monday,Weekday,1
Date2005066,2005,6,Saturday,Weekend,6
Date2005067,2005,6,Sunday,Weekend,7
Date2005064,2005,6,Thursday,Weekday,4
Date2005062,2005,6,Tuesday,Weekday,2
Date2005063,2005,6,Wednesday,Weekday,3
Date2005055,2005,5,Friday,Weekday,5
Date2005055,2005,5,Friday,Weekend,5
Date2005051,2005,5,Monday,Weekend,1
Date2005051,2005,5,Monday,Weekday,1
Date2005056,2005,5,Saturday,Weekend,6
Date2005057,2005,5,Sunday,Weekend,7
Date2005054,2005,5,Thursday,Weekday,4
Date2005052,2005,5,Tuesday,Weekday,2
Date2005053,2005,5,Wednesday,Weekday,3
Date2005045,2005,4,Friday,Weekday,5
Date2005045,2005,4,Friday,Weekend,5
Date2005041,2005,4,Monday,Weekend,1
Date2005041,2005,4,Monday,Weekday,1
Date2005046,2005,4,Saturday,Weekend,6
Date2005047,2005,4,Sunday,Weekend,7
Date2005044,2005,4,Thursday,Weekday,4
Date2005042,2005,4,Tuesday,Weekday,2
Date2005043,2005,4,Wednesday,Weekday,3
Date2005035,2005,3,Friday,Weekday,5
Date2005035,2005,3,Friday,Weekend,5
Date2005031,2005,3,Monday,Weekend,1
Date2005031,2005,3,Monday,Weekday,1
Date2005036,2005,3,Saturday,Weekend,6
Date2005037,2005,3,Sunday,Weekend,7
Date2005034,2005,3,Thursday,Weekday,4
Date2005032,2005,3,Tuesday,Weekday,2
Date2005033,2005,3,Wednesday,Weekday,3
Date2005025,2005,2,Friday,Weekday,5
Date2005025,2005,2,Friday,Weekend,5
Date2005021,2005,2,Monday,Weekend,1
Date2005021,2005,2,Monday,Weekday,1
Date2005026,2005,2,Saturday,Weekend,6
Date2005027,2005,2,Sunday,Weekend,7
Date2005024,2005,2,Thursday,Weekday,4
Date2005022,2005,2,Tuesday,Weekday,2
Date2005023,2005,2,Wednesday,Weekday,3
Date2005015,2005,1,Friday,Weekday,5
Date2005015,2005,1,Friday,Weekend,5
Date2005011,2005,1,Monday,Weekend,1
Date2005011,2005,1,Monday,Weekday,1
Date2005016,2005,1,Saturday,Weekend,6
Date2005017,2005,1,Sunday,Weekend,7
Date2005014,2005,1,Thursday,Weekday,4
Date2005012,2005,1,Tuesday,Weekday,2
Date2005013,2005,1,Wednesday,Weekday,3
Date2004125,2004,12,Friday,Weekday,5
Date2004125,2004,12,Friday,Weekend,5
Date2004121,2004,12,Monday,Weekend,1
Date2004121,2004,12,Monday,Weekday,1
Date2004126,2004,12,Saturday,Weekend,6
Date2004127,2004,12,Sunday,Weekend,7
Date2004124,2004,12,Thursday,Weekday,4
Date2004122,2004,12,Tuesday,Weekday,2
Date2004123,2004,12,Wednesday,Weekday,3
Date2004115,2004,11,Friday,Weekday,5
Date2004115,2004,11,Friday,Weekend,5
Date2004111,2004,11,Monday,Weekend,1
Date2004111,2004,11,Monday,Weekday,1
Date2004116,2004,11,Saturday,Weekend,6
Date2004117,2004,11,Sunday,Weekend,7
Date2004114,2004,11,Thursday,Weekday,4
Date2004112,2004,11,Tuesday,Weekday,2
Date2004113,2004,11,Wednesday,Weekday,3
Date2004105,2004,10,Friday,Weekday,5
Date2004105,2004,10,Friday,Weekend,5
Date2004101,2004,10,Monday,Weekday,1
Date2004106,2004,10,Saturday,Weekend,6
Date2004107,2004,10,Sunday,Weekend,7
Date2004104,2004,10,Thursday,Weekday,4
Date2004102,2004,10,Tuesday,Weekday,2
Date2004103,2004,10,Wednesday,Weekday,3
Date2004095,2004,9,Friday,Weekday,5
Date2004095,2004,9,Friday,Weekend,5
Date2004091,2004,9,Monday,Weekend,1
Date2004091,2004,9,Monday,Weekday,1
Date2004096,2004,9,Saturday,Weekend,6
Date2004097,2004,9,Sunday,Weekend,7
Date2004094,2004,9,Thursday,Weekday,4
Date2004092,2004,9,Tuesday,Weekday,2
Date2004093,2004,9,Wednesday,Weekday,3
Date2004085,2004,8,Friday,Weekday,5
Date2004085,2004,8,Friday,Weekend,5
Date2004081,2004,8,Monday,Weekend,1
Date2004081,2004,8,Monday,Weekday,1
Date2004086,2004,8,Saturday,Weekend,6
Date2004087,2004,8,Sunday,Weekend,7
Date2004084,2004,8,Thursday,Weekday,4
Date2004082,2004,8,Tuesday,Weekday,2
Date2004083,2004,8,Wednesday,Weekday,3
Date2004075,2004,7,Friday,Weekday,5
Date2004075,2004,7,Friday,Weekend,5
Date2004071,2004,7,Monday,Weekend,1
Date2004071,2004,7,Monday,Weekday,1
Date2004076,2004,7,Saturday,Weekend,6
Date2004077,2004,7,Sunday,Weekend,7
Date2004074,2004,7,Thursday,Weekday,4
Date2004072,2004,7,Tuesday,Weekday,2
Date2004073,2004,7,Wednesday,Weekday,3
Date2004065,2004,6,Friday,Weekday,5
Date2004065,2004,6,Friday,Weekend,5
Date2004061,2004,6,Monday,Weekday,1
Date2004066,2004,6,Saturday,Weekend,6
Date2004067,2004,6,Sunday,Weekend,7
Date2004064,2004,6,Thursday,Weekday,4
Date2004062,2004,6,Tuesday,Weekday,2
Date2004063,2004,6,Wednesday,Weekday,3
Date2004055,2004,5,Friday,Weekday,5
Date2004055,2004,5,Friday,Weekend,5
Date2004051,2004,5,Monday,Weekend,1
Date2004051,2004,5,Monday,Weekday,1
Date2004056,2004,5,Saturday,Weekend,6
Date2004057,2004,5,Sunday,Weekend,7
Date2004054,2004,5,Thursday,Weekday,4
Date2004052,2004,5,Tuesday,Weekday,2
Date2004053,2004,5,Wednesday,Weekday,3
Date2004045,2004,4,Friday,Weekday,5
Date2004045,2004,4,Friday,Weekend,5
Date2004041,2004,4,Monday,Weekday,1
Date2004046,2004,4,Saturday,Weekend,6
Date2004047,2004,4,Sunday,Weekend,7
Date2004044,2004,4,Thursday,Weekday,4
Date2004042,2004,4,Tuesday,Weekday,2
Date2004043,2004,4,Wednesday,Weekday,3
Date2004035,2004,3,Friday,Weekday,5
Date2004035,2004,3,Friday,Weekend,5
Date2004031,2004,3,Monday,Weekend,1
Date2004031,2004,3,Monday,Weekday,1
Date2004036,2004,3,Saturday,Weekend,6
Date2004037,2004,3,Sunday,Weekend,7
Date2004034,2004,3,Thursday,Weekday,4
Date2004032,2004,3,Tuesday,Weekday,2
Date2004033,2004,3,Wednesday,Weekday,3
Date2004025,2004,2,Friday,Weekday,5
Date2004025,2004,2,Friday,Weekend,5
Date2004021,2004,2,Monday,Weekday,1
Date2004026,2004,2,Saturday,Weekend,6
Date2004027,2004,2,Sunday,Weekend,7
Date2004024,2004,2,Thursday,Weekday,4
Date2004022,2004,2,Tuesday,Weekday,2
Date2004023,2004,2,Wednesday,Weekday,3
Date2004015,2004,1,Friday,Weekday,5
Date2004015,2004,1,Friday,Weekend,5
Date2004011,2004,1,Monday,Weekday,1
Date2004016,2004,1,Saturday,Weekend,6
Date2004017,2004,1,Sunday,Weekend,7
Date2004014,2004,1,Thursday,Weekday,4
Date2004012,2004,1,Tuesday,Weekday,2
Date2004013,2004,1,Wednesday,Weekday,3
Date2003125,2003,12,Friday,Weekday,5
Date2003125,2003,12,Friday,Weekend,5
Date2003121,2003,12,Monday,Weekend,1
Date2003121,2003,12,Monday,Weekday,1
Date2003126,2003,12,Saturday,Weekend,6
Date2003127,2003,12,Sunday,Weekend,7
Date2003124,2003,12,Thursday,Weekday,4
Date2003122,2003,12,Tuesday,Weekday,2
Date2003123,2003,12,Wednesday,Weekday,3
Date2003115,2003,11,Friday,Weekday,5
Date2003115,2003,11,Friday,Weekend,5
Date2003111,2003,11,Monday,Weekend,1
Date2003111,2003,11,Monday,Weekday,1
Date2003116,2003,11,Saturday,Weekend,6
Date2003117,2003,11,Sunday,Weekend,7
Date2003114,2003,11,Thursday,Weekday,4
Date2003112,2003,11,Tuesday,Weekday,2
Date2003113,2003,11,Wednesday,Weekday,3
Date2003105,2003,10,Friday,Weekday,5
Date2003105,2003,10,Friday,Weekend,5
Date2003101,2003,10,Monday,Weekday,1
Date2003106,2003,10,Saturday,Weekend,6
Date2003107,2003,10,Sunday,Weekend,7
Date2003104,2003,10,Thursday,Weekday,4
Date2003102,2003,10,Tuesday,Weekday,2
Date2003103,2003,10,Wednesday,Weekday,3
Date2003095,2003,9,Friday,Weekday,5
Date2003095,2003,9,Friday,Weekend,5
Date2003095,2003,9,Friday,Unknown,5
Date2003091,2003,9,Monday,Weekend,1
Date2003091,2003,9,Monday,Weekday,1
Date2003096,2003,9,Saturday,Weekend,6
Date2003097,2003,9,Sunday,Weekend,7
Date2003094,2003,9,Thursday,Weekday,4
Date2003092,2003,9,Tuesday,Weekday,2
Date2003093,2003,9,Wednesday,Weekday,3
Date2003085,2003,8,Friday,Weekday,5
Date2003085,2003,8,Friday,Weekend,5
Date2003081,2003,8,Monday,Weekend,1
Date2003081,2003,8,Monday,Weekday,1
Date2003086,2003,8,Saturday,Weekend,6
Date2003087,2003,8,Sunday,Weekend,7
Date2003084,2003,8,Thursday,Weekday,4
Date2003082,2003,8,Tuesday,Weekday,2
Date2003083,2003,8,Wednesday,Weekday,3
Date2003075,2003,7,Friday,Weekday,5
Date2003075,2003,7,Friday,Weekend,5
Date2003071,2003,7,Monday,Weekend,1
Date2003071,2003,7,Monday,Weekday,1
Date2003076,2003,7,Saturday,Weekend,6
Date2003077,2003,7,Sunday,Weekend,7
Date2003074,2003,7,Thursday,Weekday,4
Date2003072,2003,7,Tuesday,Weekday,2
Date2003073,2003,7,Wednesday,Weekday,3
Date2003065,2003,6,Friday,Weekday,5
Date2003065,2003,6,Friday,Weekend,5
Date2003061,2003,6,Monday,Weekend,1
Date2003061,2003,6,Monday,Weekday,1
Date2003066,2003,6,Saturday,Weekend,6
Date2003067,2003,6,Sunday,Weekend,7
Date2003064,2003,6,Thursday,Weekday,4
Date2003062,2003,6,Tuesday,Weekday,2
Date2003063,2003,6,Wednesday,Weekday,3
Date2003055,2003,5,Friday,Weekday,5
Date2003055,2003,5,Friday,Weekend,5
Date2003051,2003,5,Monday,Weekend,1
Date2003051,2003,5,Monday,Weekday,1
Date2003056,2003,5,Saturday,Weekend,6
Date2003057,2003,5,Sunday,Weekend,7
Date2003054,2003,5,Thursday,Weekday,4
Date2003052,2003,5,Tuesday,Weekday,2
Date2003053,2003,5,Wednesday,Weekday,3
Date2003045,2003,4,Friday,Weekday,5
Date2003045,2003,4,Friday,Weekend,5
Date2003041,2003,4,Monday,Weekday,1
Date2003046,2003,4,Saturday,Weekend,6
Date2003047,2003,4,Sunday,Weekend,7
Date2003044,2003,4,Thursday,Weekday,4
Date2003042,2003,4,Tuesday,Weekday,2
Date2003043,2003,4,Wednesday,Weekday,3
Date2003035,2003,3,Friday,Weekday,5
Date2003035,2003,3,Friday,Weekend,5
Date2003031,2003,3,Monday,Weekend,1
Date2003031,2003,3,Monday,Weekday,1
Date2003036,2003,3,Saturday,Weekend,6
Date2003037,2003,3,Sunday,Weekend,7
Date2003034,2003,3,Thursday,Weekday,4
Date2003032,2003,3,Tuesday,Weekday,2
Date2003033,2003,3,Wednesday,Weekday,3
Date2003025,2003,2,Friday,Weekday,5
Date2003025,2003,2,Friday,Weekend,5
Date2003021,2003,2,Monday,Weekend,1
Date2003021,2003,2,Monday,Weekday,1
Date2003026,2003,2,Saturday,Weekend,6
Date2003027,2003,2,Sunday,Weekend,7
Date2003024,2003,2,Thursday,Weekday,4
Date2003022,2003,2,Tuesday,Weekday,2
Date2003023,2003,2,Wednesday,Weekday,3
Date2003015,2003,1,Friday,Weekday,5
Date2003015,2003,1,Friday,Weekend,5
Date2003011,2003,1,Monday,Weekday,1
Date2003016,2003,1,Saturday,Weekend,6
Date2003017,2003,1,Sunday,Weekend,7
Date2003014,2003,1,Thursday,Weekday,4
Date2003012,2003,1,Tuesday,Weekday,2
Date2003013,2003,1,Wednesday,Weekday,3
Date2002125,2002,12,Friday,Weekday,5
Date2002125,2002,12,Friday,Weekend,5
Date2002121,2002,12,Monday,Weekend,1
Date2002121,2002,12,Monday,Weekday,1
Date2002126,2002,12,Saturday,Weekend,6
Date2002127,2002,12,Sunday,Weekend,7
Date2002124,2002,12,Thursday,Weekday,4
Date2002122,2002,12,Tuesday,Weekday,2
Date2002123,2002,12,Wednesday,Weekday,3
Date2002115,2002,11,Friday,Weekday,5
Date2002115,2002,11,Friday,Weekend,5
Date2002111,2002,11,Monday,Weekend,1
Date2002111,2002,11,Monday,Weekday,1
Date2002116,2002,11,Saturday,Weekend,6
Date2002117,2002,11,Sunday,Weekend,7
Date2002114,2002,11,Thursday,Weekday,4
Date2002112,2002,11,Tuesday,Weekday,2
Date2002113,2002,11,Wednesday,Weekday,3
Date2002105,2002,10,Friday,Weekday,5
Date2002105,2002,10,Friday,Weekend,5
Date2002101,2002,10,Monday,Weekend,1
Date2002101,2002,10,Monday,Weekday,1
Date2002106,2002,10,Saturday,Weekend,6
Date2002107,2002,10,Sunday,Weekend,7
Date2002104,2002,10,Thursday,Weekday,4
Date2002102,2002,10,Tuesday,Weekday,2
Date2002103,2002,10,Wednesday,Weekday,3
Date2002095,2002,9,Friday,Weekday,5
Date2002095,2002,9,Friday,Weekend,5
Date2002091,2002,9,Monday,Weekend,1
Date2002091,2002,9,Monday,Weekday,1
Date2002096,2002,9,Saturday,Weekend,6
Date2002097,2002,9,Sunday,Weekend,7
Date2002094,2002,9,Thursday,Weekday,4
Date2002092,2002,9,Tuesday,Weekday,2
Date2002093,2002,9,Wednesday,Weekday,3
Date2002085,2002,8,Friday,Weekday,5
Date2002085,2002,8,Friday,Weekend,5
Date2002081,2002,8,Monday,Weekend,1
Date2002081,2002,8,Monday,Weekday,1
Date2002086,2002,8,Saturday,Weekend,6
Date2002087,2002,8,Sunday,Weekend,7
Date2002084,2002,8,Thursday,Weekday,4
Date2002082,2002,8,Tuesday,Weekday,2
Date2002083,2002,8,Wednesday,Weekday,3
Date2002075,2002,7,Friday,Weekday,5
Date2002075,2002,7,Friday,Weekend,5
Date2002071,2002,7,Monday,Weekend,1
Date2002071,2002,7,Monday,Weekday,1
Date2002076,2002,7,Saturday,Weekend,6
Date2002077,2002,7,Sunday,Weekend,7
Date2002074,2002,7,Thursday,Weekday,4
Date2002072,2002,7,Tuesday,Weekday,2
Date2002073,2002,7,Wednesday,Weekday,3
Date2002065,2002,6,Friday,Weekday,5
Date2002065,2002,6,Friday,Weekend,5
Date2002061,2002,6,Monday,Weekend,1
Date2002061,2002,6,Monday,Weekday,1
Date2002066,2002,6,Saturday,Weekend,6
Date2002067,2002,6,Sunday,Weekend,7
Date2002064,2002,6,Thursday,Weekday,4
Date2002062,2002,6,Tuesday,Weekday,2
Date2002063,2002,6,Wednesday,Weekday,3
Date2002055,2002,5,Friday,Weekday,5
Date2002055,2002,5,Friday,Weekend,5
Date2002051,2002,5,Monday,Weekday,1
Date2002056,2002,5,Saturday,Weekend,6
Date2002057,2002,5,Sunday,Weekend,7
Date2002054,2002,5,Thursday,Weekday,4
Date2002052,2002,5,Tuesday,Weekday,2
Date2002053,2002,5,Wednesday,Weekday,3
Date2002045,2002,4,Friday,Weekday,5
Date2002045,2002,4,Friday,Weekend,5
Date2002041,2002,4,Monday,Weekend,1
Date2002041,2002,4,Monday,Weekday,1
Date2002046,2002,4,Saturday,Weekend,6
Date2002047,2002,4,Sunday,Weekend,7
Date2002044,2002,4,Thursday,Weekday,4
Date2002042,2002,4,Tuesday,Weekday,2
Date2002043,2002,4,Wednesday,Weekday,3
Date2002035,2002,3,Friday,Weekday,5
Date2002035,2002,3,Friday,Weekend,5
Date2002031,2002,3,Monday,Weekend,1
Date2002031,2002,3,Monday,Weekday,1
Date2002036,2002,3,Saturday,Weekend,6
Date2002037,2002,3,Sunday,Weekend,7
Date2002034,2002,3,Thursday,Weekday,4
Date2002032,2002,3,Tuesday,Weekday,2
Date2002033,2002,3,Wednesday,Weekday,3
Date2002025,2002,2,Friday,Weekday,5
Date2002025,2002,2,Friday,Weekend,5
Date2002021,2002,2,Monday,Weekend,1
Date2002021,2002,2,Monday,Weekday,1
Date2002026,2002,2,Saturday,Weekend,6
Date2002027,2002,2,Sunday,Weekend,7
Date2002024,2002,2,Thursday,Weekday,4
Date2002022,2002,2,Tuesday,Weekday,2
Date2002023,2002,2,Wednesday,Weekday,3
Date2002015,2002,1,Friday,Weekday,5
Date2002015,2002,1,Friday,Weekend,5
Date2002011,2002,1,Monday,Weekday,1
Date2002016,2002,1,Saturday,Weekend,6
Date2002017,2002,1,Sunday,Weekend,7
Date2002014,2002,1,Thursday,Weekday,4
Date2002012,2002,1,Tuesday,Weekday,2
Date2002013,2002,1,Wednesday,Weekday,3
Date2001125,2001,12,Friday,Weekday,5
Date2001125,2001,12,Friday,Weekend,5
Date2001121,2001,12,Monday,Weekend,1
Date2001121,2001,12,Monday,Weekday,1
Date2001126,2001,12,Saturday,Weekend,6
Date2001127,2001,12,Sunday,Weekend,7
Date2001124,2001,12,Thursday,Weekday,4
Date2001122,2001,12,Tuesday,Weekday,2
Date2001123,2001,12,Wednesday,Weekday,3
Date2001115,2001,11,Friday,Weekday,5
Date2001115,2001,11,Friday,Weekend,5
Date2001111,2001,11,Monday,Weekend,1
Date2001111,2001,11,Monday,Weekday,1
Date2001116,2001,11,Saturday,Weekend,6
Date2001117,2001,11,Sunday,Weekend,7
Date2001114,2001,11,Thursday,Weekday,4
Date2001112,2001,11,Tuesday,Weekday,2
Date2001113,2001,11,Wednesday,Weekday,3
Date2001105,2001,10,Friday,Weekday,5
Date2001105,2001,10,Friday,Weekend,5
Date2001101,2001,10,Monday,Weekend,1
Date2001101,2001,10,Monday,Weekday,1
Date2001106,2001,10,Saturday,Weekend,6
Date2001107,2001,10,Sunday,Weekend,7
Date2001104,2001,10,Thursday,Weekday,4
Date2001102,2001,10,Tuesday,Weekday,2
